"INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
3027,0,0,1,1,1,0,0,41,0,0,0,1,0,0,0,0,1,10,55867,208816,20,11190,7,0,0,4,14,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3028,0,0,0,1,0,0,0,42,0,0,0,1,0,0,0,0,0,10,50644,177193,26,29970,6,4016,3,3,17,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3030,0,0,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,9,39484,216908,23,12660,9,0,0,2,8,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3031,0,0,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,11,64124,210353,19,22950,3,4232,3,0,17,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3032,0,0,0,1,1,0,0,81,0,0,0,0,0,0,1,0,2,23,109275,381377,39,22030,7,4773,2,0,6,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3033,1,4234,0,0,1,0,0,34,0,0,1,0,0,0,0,0,1,12,91832,291888,37,24910,7,4317,1,1,5,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3034,0,0,0,1,0,0,1,36,0,0,1,0,0,0,0,0,0,9,134361,356290,27,18540,1,0,0,0,7,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3035,0,0,0,0,0,1,0,32,0,0,1,0,0,0,0,0,3,0,0,0,31,10740,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3036,0,0,0,1,1,0,1,37,0,0,1,0,0,0,0,0,0,9,76100,204139,32,19860,4,0,0,0,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3038,0,0,1,0,1,0,0,44,0,0,0,1,0,0,0,0,1,7,49810,148947,27,11740,7,7417,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3039,1,9136.2312218,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,14,73277,205265,41,7230,6,13102,2,4,9,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3040,0,0,0,0,0,1,0,33,0,0,1,0,0,0,0,0,1,8,53598,0,5,11410,1,9867,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3041,0,0,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,9,105442,282590,38,11040,1,0,0,0,11,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3044,0,0,0,1,1,0,0,37,0,0,1,0,0,0,0,0,0,9,22148,142622,31,5200,1,3904,2,4,8,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3045,0,0,0,1,1,0,0,44,0,0,0,1,0,0,0,0,0,2,26965,201108,22,10960,1,10494,1,4,8,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3046,0,0,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,13,66326,273845,49,12730,10,0,0,0,14,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3047,1,2854,0,1,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,34,19630,4,6061,2,7,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3048,0,0,0,1,1,0,0,45,0,0,0,1,0,0,0,0,1,7,40730,220167,45,1500,10,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3051,0,0,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,14,72853,217443,5,6200,11,5176,3,0,14,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3052,0,0,1,1,1,0,0,40,0,0,0,1,0,0,0,0,1,9,126679,350077,16,14420,4,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3054,0,0,0,1,1,0,0,42,0,0,0,1,0,0,0,0,0,12,90409,279593,42,16270,1,3791,3,3,11,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3055,0,0,0,1,0,0,0,45,0,0,0,1,0,0,0,0,0,12,62884,0,45,7790,6,0,0,2,17,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3056,0,0,0,1,0,0,0,49,0,0,0,1,0,0,0,0,0,9,94062,287762,15,35690,7,0,0,0,11,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3057,0,0,0,0,0,1,0,35,0,0,1,0,0,0,0,0,3,12,81125,0,35,25900,6,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3059,1,3340,3,0,1,0,0,41,0,0,0,1,0,0,0,0,3,13,57371,153181,69,28600,1,1858,4,3,7,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3060,0,0,0,1,0,0,0,56,0,0,0,0,1,0,0,0,0,12,36935,195331,12,28580,6,4567,1,0,7,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3061,0,0,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,10,35564,179331,27,19750,1,0,0,1,7,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3064,1,4926,0,1,0,0,1,44,0,0,0,1,0,0,0,0,0,0,0,0,44,5900,4,33385,2,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3066,1,3292,1,0,0,1,0,41,0,0,0,1,0,0,0,0,1,10,29020,0,45,18050,7,3728,1,8,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3067,0,0,1,0,0,1,0,42,0,0,0,1,0,0,0,0,2,5,3374,0,74,21660,10,7313,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3068,0,0,0,1,0,1,0,31,0,0,1,0,0,0,0,0,4,15,69201,224997,8,11550,17,6997,1,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3069,0,0,1,0,1,0,0,37,0,0,1,0,0,0,0,0,2,12,35377,170101,47,9990,3,0,0,0,7,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3070,0,0,0,0,0,0,1,41,0,0,0,1,0,0,0,0,0,6,80392,0,40,24670,10,0,0,4,14,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3071,0,0,0,0,0,1,0,42,0,0,0,1,0,0,0,0,2,11,49264,198207,5,37750,7,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3072,0,0,0,1,1,0,0,34,0,0,1,0,0,0,0,0,1,12,87295,264318,46,32190,3,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3073,1,18323.283751,0,0,0,1,0,31,0,0,1,0,0,0,0,0,1,12,22654,0,38,23250,1,0,0,2,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3074,0,0,0,1,1,0,0,40,0,0,0,1,0,0,0,0,0,14,107499,281873,19,17470,9,0,0,2,7,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3075,1,978.35138072,0,1,0,0,0,51,0,0,0,0,1,0,0,0,0,10,65678,0,57,6600,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3076,0,0,0,0,1,0,0,34,0,0,1,0,0,0,0,0,4,0,0,89983,17,20990,7,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3077,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,66706,25,19800,4,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3078,1,6780,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,11,40868,0,40,9620,6,7414,1,1,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3079,1,73783.465918,0,1,0,0,0,37,0,0,1,0,0,0,0,0,0,7,61790,0,32,21460,3,0,0,0,7,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3081,0,0,0,1,0,0,1,46,0,0,0,1,0,0,0,0,0,12,108636,0,45,30750,4,0,0,0,17,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3082,1,3901,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,15,134640,0,38,10000,4,0,0,3,23,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3083,0,0,0,1,0,1,0,33,0,0,1,0,0,0,0,0,3,0,0,85078,6,18390,6,8999,2,0,8,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3084,0,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,2,15,51409,205895,23,22270,1,0,0,0,15,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3085,0,0,1,0,0,1,0,38,0,0,1,0,0,0,0,0,2,6,21073,91827,34,17570,1,4657,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3086,1,980,0,0,0,1,1,30,0,0,1,0,0,0,0,0,2,0,0,0,55,4500,1,0,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3087,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,9,2229,0,21,21930,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3089,1,7385,0,0,0,0,1,53,0,0,0,0,1,0,0,0,0,9,48780,183992,55,18730,1,32593,2,8,12,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3090,0,0,1,0,1,0,0,43,0,0,0,1,0,0,0,0,1,7,57170,198402,41,11520,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3091,0,0,0,1,0,0,0,60,0,0,0,0,0,1,0,0,0,13,99441,0,51,28560,7,0,0,0,13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3092,0,0,0,1,0,0,0,41,0,0,0,1,0,0,0,0,0,10,51424,0,48,10740,4,519,4,2,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3094,0,0,2,0,1,0,0,40,0,0,0,1,0,0,0,0,2,12,88413,246706,26,15410,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3095,0,0,1,0,1,0,0,57,0,0,0,0,1,0,0,0,3,15,94890,267064,17,18170,8,0,0,1,12,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3097,1,5301,1,0,0,1,0,38,0,0,1,0,0,0,0,0,2,13,46061,0,39,18910,1,0,0,3,9,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3098,0,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,13,31742,0,45,24540,4,0,0,0,10,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3099,0,0,0,1,0,0,1,53,0,0,0,0,1,0,0,0,0,10,142206,0,34,21720,1,0,0,0,9,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3100,0,0,1,0,1,0,0,44,0,0,0,1,0,0,0,0,2,12,79076,229352,26,16150,6,0,0,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3102,0,0,0,1,0,1,0,26,0,1,0,0,0,0,0,0,2,11,180627,0,37,27870,1,0,0,0,10,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3104,1,7136,0,1,1,0,0,45,0,0,0,1,0,0,0,0,3,0,0,63103,23,7640,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3105,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,16,48078,274259,40,18290,1,0,0,1,8,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3106,0,0,1,1,1,0,0,41,0,0,0,1,0,0,0,0,1,13,4034,0,36,9130,6,0,0,0,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3108,1,2574,0,1,0,0,0,29,0,1,0,0,0,0,0,0,0,10,74202,0,41,19300,4,7291,2,4,13,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3110,0,0,0,0,0,1,0,31,0,0,1,0,0,0,0,0,1,13,40851,181084,32,8690,17,1570,2,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3112,0,0,0,1,1,0,0,43,0,0,0,1,0,0,0,0,0,11,190991,529523,46,5800,1,0,0,1,18,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3114,1,4930,1,0,0,1,1,42,0,0,0,1,0,0,0,0,1,10,58489,0,9,11550,6,43863,1,1,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3115,0,0,0,1,1,0,0,53,0,0,0,0,1,0,0,0,0,14,138550,398559,24,20660,9,0,0,0,14,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3117,0,0,1,0,1,0,0,37,0,0,1,0,0,0,0,0,2,12,15035,101132,21,10340,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3118,1,1030,0,1,0,0,0,53,0,0,0,0,1,0,0,0,0,12,189052,0,31,12550,3,2045,4,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3119,0,0,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,11,23196,137379,68,15820,13,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3120,0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,6,10609,74301,22,25040,4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3121,0,0,0,1,1,0,1,49,0,0,0,1,0,0,0,0,0,15,62786,221669,56,19510,6,49613,1,4,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3122,0,0,0,0,1,0,0,27,0,1,0,0,0,0,0,0,1,10,60214,174522,20,13330,1,0,0,1,10,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3123,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,12,78103,229352,53,6010,10,0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3124,0,0,0,1,1,0,1,51,0,0,0,0,1,0,0,0,0,8,33957,166754,36,14910,1,0,0,1,17,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3125,1,8363,0,0,0,1,1,33,0,0,1,0,0,0,0,0,1,10,23953,0,39,10650,8,32044,1,2,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3126,0,0,0,0,1,0,0,44,0,0,0,1,0,0,0,0,0,12,92898,264737,35,14130,10,0,0,1,9,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3127,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,2,15,77183,262380,34,17440,6,0,0,2,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3128,0,0,0,1,1,0,0,50,0,0,0,0,1,0,0,0,0,12,67782,202324,44,19390,17,0,0,4,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3129,0,0,0,0,0,0,1,46,0,0,0,1,0,0,0,0,0,12,23783,0,40,11010,1,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3130,0,0,2,0,1,0,0,38,0,0,1,0,0,0,0,0,2,7,34984,165512,32,22400,7,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3131,0,0,2,0,1,0,0,38,0,0,1,0,0,0,0,0,3,16,30433,137925,21,12560,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
3133,1,4979,0,1,1,0,0,33,0,0,1,0,0,0,0,0,3,0,0,64786,16,4800,4,0,0,5,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3134,0,0,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,10,136962,0,30,28300,7,6003,2,0,12,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,13,7,0,21,6550,4,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3136,0,0,0,0,1,0,0,52,0,0,0,0,1,0,0,0,0,14,106218,323804,47,12120,1,0,0,0,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3137,1,50817.958995,1,1,0,1,0,38,0,0,1,0,0,0,0,0,2,13,39005,0,45,9200,4,3255,1,10,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3138,0,0,0,0,1,0,1,47,0,0,0,1,0,0,0,0,0,14,28383,119578,28,24780,1,40567,2,5,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3139,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,10,58716,0,64,12170,1,0,0,0,11,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3140,1,2877,0,1,0,1,0,31,0,0,1,0,0,0,0,0,1,10,16715,85406,32,6190,6,5900,1,7,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3142,1,5853,0,0,0,1,0,38,0,0,1,0,0,0,0,0,2,14,25570,0,49,13200,7,0,0,6,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3143,1,6035,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,11,77631,0,44,26180,7,3090,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3144,0,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,0,8,86091,0,30,14110,10,0,0,3,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3145,1,6156,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,11,67700,0,16,12270,10,5722,2,6,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3146,0,0,0,1,1,0,0,50,0,0,0,0,1,0,0,0,0,14,112658,301389,26,27160,4,0,0,2,17,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3147,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,10,23582,0,50,17640,4,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3148,0,0,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,11,36225,153355,23,9920,4,0,0,3,12,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3149,1,5252,0,1,0,1,0,34,0,0,1,0,0,0,0,0,4,11,113522,0,33,18420,1,7258,1,2,10,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3150,0,0,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,7,170110,438186,42,25040,6,0,0,3,22,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3151,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,12,54667,204364,14,13570,1,0,0,3,13,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3152,0,0,0,0,1,0,0,33,0,0,1,0,0,0,0,0,3,14,112762,274953,29,33490,12,7239,1,1,8,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3155,0,0,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,14,97382,308418,48,23510,9,0,0,0,15,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
3156,0,0,0,1,1,0,0,53,0,0,0,0,1,0,0,0,0,12,45432,182320,39,8020,13,0,0,0,16,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3157,0,0,0,1,1,0,1,47,0,0,0,1,0,0,0,0,0,11,42303,199772,29,10430,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3158,1,864,0,1,1,0,0,43,0,0,0,1,0,0,0,0,0,8,66613,197000,40,5800,5,6646,2,5,16,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3159,0,0,1,0,0,1,0,38,0,0,1,0,0,0,0,0,3,14,48021,170963,13,17090,1,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3161,0,0,0,1,1,0,0,57,0,0,0,0,1,0,0,0,0,15,126348,368289,36,29650,13,6142,1,2,17,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3162,0,0,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,15,36026,190921,26,9700,10,0,0,1,13,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3163,1,22284.572607,0,0,0,1,0,33,0,0,1,0,0,0,0,0,3,0,0,0,19,15990,1,0,0,2,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3164,0,0,0,1,0,0,0,50,0,0,0,0,1,0,0,0,0,8,52442,210062,55,19900,4,0,0,1,16,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,4,40481,0,24,6600,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3166,1,2729,0,0,0,1,0,22,0,1,0,0,0,0,0,0,1,0,0,53636,54,1500,18,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3168,0,0,0,1,0,1,1,39,0,0,1,0,0,0,0,0,2,13,26840,143884,26,10360,7,0,0,0,9,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3169,0,0,0,1,1,0,0,45,0,0,0,1,0,0,0,0,0,6,9159,0,49,6920,6,0,0,0,6,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3171,0,0,0,0,1,0,0,48,0,0,0,1,0,0,0,0,0,2,66784,234860,15,14150,6,0,0,0,20,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3172,0,0,0,0,1,0,0,36,0,0,1,0,0,0,0,0,0,15,61462,203940,23,21100,1,0,0,0,17,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3175,1,1254,0,0,1,0,1,33,0,0,1,0,0,0,0,0,2,11,19894,156233,52,6790,10,16816,1,0,7,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
