"TARGET_FLAG","TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
NA,NA,2,0,0,1,1,42,0,0,0,1,0,0,0,0,2,8,57379,0,37,20040,1,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
NA,NA,1,1,1,0,0,38,0,0,1,0,0,0,0,0,2,12,35653,135668,34,8870,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,0,0,1,0,38,0,0,1,0,0,0,0,0,1,7,46138,196543,30,14870,10,14954,3,2,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,0,1,1,34,0,0,1,0,0,0,0,0,1,9,37364,173675,49,8640,8,43725,3,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,54,0,0,0,0,1,0,0,0,0,0,0,81350,33,13570,7,0,0,0,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,13,NA,0,18,6880,6,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,0,50,0,0,0,0,1,0,0,0,0,NA,70135,0,5,8510,1,0,0,3,13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,45,0,0,0,1,0,0,0,0,1,13,65940,231593,43,14510,6,0,0,0,10,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,47,0,0,0,1,0,0,0,0,0,9,108776,278542,47,9150,1,0,0,1,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,10,60245,191309,48,26500,13,0,0,0,9,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,10,34358,0,36,13930,6,0,0,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,60,0,0,0,0,0,1,0,0,0,14,105173,310049,34,22300,4,4634,2,0,13,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
NA,NA,2,0,1,0,1,45,0,0,0,1,0,0,0,0,3,7,NA,181752,38,10810,13,0,0,1,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,0,58,0,0,0,0,1,0,0,0,0,10,90672,0,43,7300,1,9090,2,0,12,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,59,0,0,0,0,1,0,0,0,2,14,15210,147599,50,11650,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,31,12530,6,2796,2,7,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,11,71537,182239,22,25530,13,0,0,0,7,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,2,1,1,0,1,58,0,0,0,0,1,0,0,0,3,18,9750,0,50,2480,1,3741,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,49,0,0,0,1,0,0,0,0,0,13,106915,306616,24,34580,13,0,0,0,12,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,56,0,0,0,0,1,0,0,0,0,8,59675,240945,39,28790,1,0,0,0,15,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,53,0,0,0,0,1,0,0,0,0,0,0,64888,24,33290,6,0,0,3,16,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,1,30,0,0,1,0,0,0,0,0,1,15,59388,183997,56,21820,4,0,0,1,7,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
NA,NA,0,1,0,1,0,26,0,1,0,0,0,0,0,0,3,0,0,0,41,4100,1,0,0,3,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,0,0,1,1,34,0,0,1,0,0,0,0,0,5,15,16167,0,66,6520,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
NA,NA,2,0,1,0,0,38,0,0,1,0,0,0,0,0,2,12,59395,209595,64,11240,1,0,0,0,10,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,7,85402,0,32,11180,7,5924,1,1,11,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,11,38462,189718,37,25900,10,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,3,17,61094,175634,45,6000,6,5528,1,0,10,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,35,0,0,1,0,0,0,0,0,0,11,2540,107045,35,5220,6,7714,2,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,1,33,0,0,1,0,0,0,0,0,3,9,NA,185796,45,9120,10,0,0,1,7,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,1,0,0,1,0,43,0,0,0,1,0,0,0,0,2,11,76159,NA,52,20270,3,3255,2,1,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,34,0,0,1,0,0,0,0,0,4,12,24897,166510,26,7390,17,23866,2,2,7,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NA,NA,2,0,1,0,0,40,0,0,0,1,0,0,0,0,2,13,65759,236449,53,12080,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,1,33,0,0,1,0,0,0,0,0,2,0,0,0,32,5430,6,0,0,3,9,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,0,1,0,33,0,0,1,0,0,0,0,0,1,4,25037,0,31,14280,1,0,0,0,8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,0,1,36,0,0,1,0,0,0,0,0,0,11,39786,0,5,15960,4,19115,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,1,34,0,0,1,0,0,0,0,0,1,11,62708,233154,48,18000,16,51345,3,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,1,0,0,0,48,0,0,0,1,0,0,0,0,0,8,102861,0,43,19220,1,0,0,2,17,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,0,45,0,0,0,1,0,0,0,0,0,8,53420,190092,65,24910,1,0,0,2,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,2,15,31497,197502,5,17120,6,6680,1,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,33,0,0,1,0,0,0,0,0,1,10,83664,217763,54,21100,4,5495,3,7,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,1,0,1,0,0,38,0,0,1,0,0,0,0,0,2,14,22319,NA,47,7530,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,1,0,0,0,59,0,0,0,0,1,0,0,0,0,13,210115,512934,30,28560,4,785,2,2,14,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,50,0,0,0,0,1,0,0,0,0,13,79941,215831,12,30350,8,0,0,1,8,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,1,1,0,1,0,41,0,0,0,1,0,0,0,0,1,5,34304,97504,57,9030,6,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,12,33635,191957,55,26790,7,3960,2,3,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,8,29844,179613,47,19080,4,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,1,0,34,0,0,1,0,0,0,0,0,2,15,133937,343257,26,18290,1,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,29,0,1,0,0,0,0,0,0,4,0,0,0,38,20570,4,0,0,2,9,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,7,58112,0,34,15050,3,0,0,2,11,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,3,1,1,0,0,42,0,0,0,1,0,0,0,0,3,15,96752,274947,22,13860,10,0,0,0,13,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,35,0,0,1,0,0,0,0,0,2,15,34385,0,34,5000,19,7788,3,4,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,36,0,0,1,0,0,0,0,0,0,12,101077,NA,42,22850,4,0,0,3,16,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,1,0,0,57,0,0,0,0,1,0,0,0,4,19,39953,166747,43,22780,1,7119,1,8,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,1,53,0,0,0,0,1,0,0,0,0,14,33303,161352,48,29770,6,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,1,38,0,0,1,0,0,0,0,0,0,11,181453,460598,63,23450,4,19336,2,3,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,47,0,0,0,1,0,0,0,0,0,9,40764,158061,16,11400,1,0,0,1,14,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,0,28,0,1,0,0,0,0,0,0,3,11,NA,216473,59,12180,10,7820,3,3,8,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,0,1,1,0,0,64,0,0,0,0,0,1,0,0,0,10,96238,290724,40,13130,1,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,0,0,0,17,1,0,0,0,0,0,0,1,0,6,40015,152243,50,23400,7,2047,2,7,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,NA,57136,192619,55,11810,8,8446,1,7,8,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,50,0,0,0,0,1,0,0,0,0,13,61082,177094,48,13520,1,0,0,0,7,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,14,52411,158113,14,11340,6,0,0,2,8,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,1,35,0,0,1,0,0,0,0,0,0,12,67702,181552,11,11770,1,48743,3,6,9,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,23,33540,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,0,0,0,1,58,0,0,0,0,1,0,0,0,0,10,153831,0,35,37320,6,0,0,0,13,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,2,0,1,0,0,39,0,0,1,0,0,0,0,0,2,0,0,99103,46,5400,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,0,0,0,0,36,0,0,1,0,0,0,0,0,0,8,82109,267268,18,13310,1,3087,2,0,14,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,1,55,0,0,0,0,1,0,0,0,0,12,291182,669271,16,7000,8,22215,2,0,12,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,1,1,0,0,40,0,0,0,1,0,0,0,0,0,11,126483,388549,36,30610,6,1853,1,2,14,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,13,175117,NA,28,28290,7,0,0,2,16,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,0,1,0,1,41,0,0,0,1,0,0,0,0,2,14,53940,182684,32,24510,1,24295,1,3,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,40,0,0,0,1,0,0,0,0,0,9,49182,186066,28,10420,4,0,0,0,13,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,1,0,1,0,0,41,0,0,0,1,0,0,0,0,3,13,104088,296329,23,31920,6,6274,2,0,3,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,37,0,0,1,0,0,0,0,0,0,11,24933,112656,29,14380,1,5095,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,1,0,60,0,0,0,0,0,1,0,0,1,13,144202,0,50,21970,6,40682,1,6,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,39,0,0,1,0,0,0,0,0,3,17,2947,0,24,5690,7,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,47,0,0,0,1,0,0,0,0,0,13,116008,318397,36,6200,6,0,0,1,15,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,37,0,0,1,0,0,0,0,0,0,7,113153,281454,45,38340,10,3841,1,6,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,1,0,0,1,1,43,0,0,0,1,0,0,0,0,2,11,96011,320017,39,22070,3,44668,1,0,4,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,1,52,0,0,0,0,1,0,0,0,0,7,73574,224049,13,27520,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,49,0,0,0,1,0,0,0,0,0,14,34628,159544,43,20310,3,7467,2,3,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,3,1,1,0,0,43,0,0,0,1,0,0,0,0,3,15,69245,245316,16,3520,1,8167,2,5,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,10,139157,0,23,6900,1,0,0,4,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,1,1,0,0,41,0,0,0,1,0,0,0,0,0,14,139975,NA,26,32570,13,0,0,0,6,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,0,47,0,0,0,1,0,0,0,0,0,15,40495,196730,5,10250,10,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,2,1,0,1,0,36,0,0,1,0,0,0,0,0,3,0,0,0,47,5100,9,7205,2,1,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,0,33,0,0,1,0,0,0,0,0,1,NA,111718,304908,44,19890,6,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,31,0,0,1,0,0,0,0,0,1,10,56782,192337,29,10280,14,2548,2,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,12,106161,282961,31,18020,1,0,0,0,16,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,1,1,1,0,0,40,0,0,0,1,0,0,0,0,2,16,16641,0,32,22930,6,0,0,0,10,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,NA,0,1,1,0,0,65,0,0,0,0,0,1,0,0,0,10,85894,302832,37,23990,3,0,0,2,19,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,NA,0,1,1,0,1,38,0,0,1,0,0,0,0,0,0,12,27370,111642,14,22880,4,0,0,0,9,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,0,0,0,54,0,0,0,0,1,0,0,0,0,13,63339,0,33,8450,10,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,14,26301,0,32,19780,4,1645,1,3,12,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
NA,NA,0,0,1,0,1,49,0,0,0,1,0,0,0,0,0,13,46507,153166,32,5590,6,14074,3,0,7,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,NA,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,9,43636,0,34,8910,20,957,3,5,14,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,1,0,0,0,51,0,0,0,0,1,0,0,0,0,15,128221,303037,71,19610,3,0,0,0,8,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,13,40466,0,21,5600,10,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,1,0,0,31,0,0,1,0,0,0,0,0,1,13,42492,163297,14,8850,1,1109,3,5,8,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,1,1,0,1,47,0,0,0,1,0,0,0,0,0,10,59963,195091,18,24400,6,23116,3,0,9,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,0,15,NA,274564,40,14590,4,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,0,1,0,0,55,0,0,0,0,1,0,0,0,0,12,39833,156508,32,5480,12,8806,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,45,0,0,0,1,0,0,0,0,0,11,177365,NA,20,49940,7,0,0,3,14,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,0,44,0,0,0,1,0,0,0,0,0,7,18189,128578,12,17350,10,0,0,0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NA,NA,0,0,1,0,0,51,0,0,0,0,1,0,0,0,0,14,15732,104143,45,1500,1,5379,3,7,12,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,0,1,0,28,0,1,0,0,0,0,0,0,1,8,4843,0,21,1980,9,3018,3,5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,NA,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,13,35293,0,28,9330,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,1,1,1,0,0,37,0,0,1,0,0,0,0,0,2,13,31212,155824,36,10100,1,11626,2,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NA,NA,0,0,1,0,0,37,0,0,1,0,0,0,0,0,2,8,82971,240550,40,23710,1,0,0,2,13,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,2,0,0,1,0,42,0,0,0,1,0,0,0,0,2,12,72710,0,67,18710,10,0,0,1,12,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NA,NA,0,1,1,0,0,33,0,0,1,0,0,0,0,0,3,12,74546,245205,22,12250,1,3961,3,5,9,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NA,NA,0,1,1,0,0,55,0,0,0,0,1,0,0,0,0,16,97890,325876,10,25040,4,0,0,0,18,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,1,1,1,0,0,44,0,0,0,1,0,0,0,0,1,16,173412,431274,16,41710,6,0,0,0,14,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NA,NA,0,0,0,1,0,45,0,0,0,1,0,0,0,0,3,11,207123,488301,42,34320,1,583,4,3,5,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,1,1,0,0,46,0,0,0,1,0,0,0,0,0,5,75983,252802,17,22100,4,0,0,0,14,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NA,NA,0,0,1,0,0,35,0,0,1,0,0,0,0,0,2,14,29250,159239,45,23380,1,0,0,1,7,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NA,NA,0,0,1,0,0,49,0,0,0,1,0,0,0,0,1,12,98175,321272,27,16220,3,0,0,0,15,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,0,1,1,0,0,38,0,0,1,0,0,0,0,0,0,9,2726,0,51,1770,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
