"TARGET_AMT","KIDSDRIV","MALE","MARRIED","SINGLE_PARENT","LICENSE_REVOKED","AGE","AGE_RANGE_16_19_YRS","AGE_RANGE_20_29_YRS","AGE_RANGE_30_39_YRS","AGE_RANGE_40_49_YRS","AGE_RANGE_50_59_YRS","AGE_RANGE_60_69_YRS","AGE_RANGE_70_YRS_PLUS","INEXP_DRIVER","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","CAR_AGE_RANGE_1_YR","CAR_AGE_RANGE_2_3_YRS","CAR_AGE_RANGE_3_5_YRS","CAR_AGE_RANGE_5_10_YRS","CAR_AGE_RANGE_10_YRS_PLUS","MAIN_DRIVING_CITY","RED_CAR","EDU_HIGH_SCHOOL","EDU_COLLEGE","EDU_ADV_DEGREE","VEHICLE_USE_COMMERCIAL","VEHICLE_CLASS_TRUCK","VEHICLE_CLASS_SUV","VEHICLE_CLASS_CAR","SPORTS_CAR","RED_SPORTS_CAR","TRUCK_COMM","SUV_COMM","CAR_COMM","OCCUPATION_CLERICAL","OCCUPATION_MANAGER","OCCUPATION_BLUE_COLLAR","OCCUPATION_GOLD_COLLAR","OCCUPATION_STUDENT","OCCUPATION_HOME_MAKER","OCCUPATION_PROFESSIONAL"
-Inf,-Inf,0,-Inf,-Inf,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.07944154167984,12.0411921060961,-Inf,3.43398720448515,10.2284654097316,1.38629436111989,8.06965530688617,1.09861228866811,1.79175946922805,2.99573227355399,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.55534806148941,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.484906649788,11.2413660544258,12.4789773180539,2.56494935746154,9.11822508306838,0,-Inf,-Inf,0.693147180559945,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
-Inf,-Inf,0,-Inf,0,-Inf,3.76120011569356,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.63905732961526,11.2308675472687,-Inf,3.3322045101752,10.4992975002071,2.56494935746154,9.16617947619041,1.09861228866811,0.693147180559945,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,0,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.19722457733622,11.8483972012579,12.6818470915363,3.49650756146648,10.4106063143708,2.30258509299405,8.77168035901038,0,1.09861228866811,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,4.02535169073515,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.56494935746154,11.5566360833964,12.6558831337392,3.89182029811063,10.2381724785832,0,-Inf,-Inf,1.09861228866811,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
-Inf,-Inf,0,0,-Inf,-Inf,3.61091791264422,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.484906649788,11.6334957238198,12.7986312399777,3.95124371858143,10.1515188193581,1.38629436111989,-Inf,-Inf,0.693147180559945,2.83321334405622,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.68887945411394,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,2.63905732961526,11.3404393809484,12.5046130523167,3.89182029811063,10.5537272320848,1.38629436111989,8.14380797677148,0,0.693147180559945,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
-Inf,0.693147180559945,0,0,-Inf,-Inf,3.80666248977032,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,1.09861228866811,2.70805020110221,10.0432494949113,12.0309987607941,2.94443897916644,9.27612811251419,1.79175946922805,-Inf,-Inf,-Inf,2.07944154167984,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,4.04305126783455,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.70805020110221,12.0547438138751,13.0564436361546,4.20469261939097,10.5442882527239,2.30258509299405,10.506162829932,1.09861228866811,1.38629436111989,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
8.75084137537553,-Inf,0,0,-Inf,0,4.15888308335967,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,2.89037175789616,10.6013237225822,12.2258458606291,4.17438726989564,8.97461803845511,0,9.30036387462377,0.693147180559945,-Inf,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.58351893845611,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.63905732961526,11.6830985267174,12.8440902351494,3.3322045101752,9.97347992435616,2.39789527279837,8.1610895128458,1.38629436111989,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,0,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
8.04686951095958,-Inf,0,-Inf,-Inf,-Inf,3.91202300542815,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.63905732961526,10.2321796018384,-Inf,3.71357206670431,8.77955745588373,0,9.04852707581358,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.63758615972639,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.63905732961526,9.78267493231938,11.9026472954624,3.43398720448515,9.41491253770496,2.30258509299405,-Inf,-Inf,-Inf,1.79175946922805,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,3.3322045101752,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.19722457733622,9.945205145888,11.7208254207917,1.6094379124341,9.95037113843498,0,9.93212359907246,0,1.09861228866811,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,4.04305126783455,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.63905732961526,11.0120336702711,12.2758738568891,3.91202300542815,9.71414138080521,1.38629436111989,9.89095940195886,0.693147180559945,-Inf,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,4.06044301054642,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.70805020110221,11.5336296465285,12.5093868963266,2.77258872223978,9.7705274252799,1.79175946922805,-Inf,-Inf,1.38629436111989,2.56494935746154,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,0,-Inf,-Inf,-Inf,3.89182029811063,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.56494935746154,11.9012783234684,12.8846162104809,3.97029191355212,10.0531998257645,1.79175946922805,-Inf,-Inf,-Inf,3.09104245335832,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
7.07918439460967,0,-Inf,0,-Inf,0,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,2.30258509299405,11.4738311438291,12.3941360198282,3.36729582998647,9.63036563141568,0,-Inf,-Inf,0,2.07944154167984,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.89182029811063,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.70805020110221,8.86460536807578,-Inf,3.55534806148941,9.17988116449147,2.83321334405622,-Inf,-Inf,-Inf,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
5.68589349180995,-Inf,-Inf,0,-Inf,-Inf,4.02535169073515,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.19722457733622,10.7757636989909,12.0920357094728,3.89182029811063,9.38261159291664,0,-Inf,-Inf,1.38629436111989,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,-Inf,0,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
7.15695636461564,-Inf,-Inf,-Inf,0,-Inf,3.80666248977032,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,2.30258509299405,11.5402001071051,-Inf,3.76120011569356,9.88735817060624,1.79175946922805,-Inf,-Inf,-Inf,2.83321334405622,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
8.422882511945,-Inf,-Inf,-Inf,0,-Inf,3.43398720448515,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.39789527279837,10.5571919952971,12.0051919280149,2.19722457733622,9.76192398821434,1.79175946922805,9.00614123666291,0,2.07944154167984,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.8286413964891,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.07944154167984,12.1897196613674,13.1280810005996,2.484906649788,10.1573542764932,0,7.50384074669895,0.693147180559945,1.09861228866811,2.56494935746154,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,4.04305126783455,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.56494935746154,11.3024760017149,12.4668163668574,3.55534806148941,10.3507341946592,0,-Inf,-Inf,0,2.19722457733622,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
8.05484022110102,-Inf,-Inf,-Inf,-Inf,-Inf,3.97029191355212,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.87120101090789,10.6327255532404,2.39789527279837,7.49387388678356,1.09861228866811,1.38629436111989,2.56494935746154,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,4.00733318523247,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.56494935746154,10.7136841663987,12.233352153123,3.40119738166216,8.69951474821019,0,-Inf,-Inf,-Inf,2.19722457733622,-Inf,-Inf,-Inf,0,-Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,1.09861228866811,-Inf,0,-Inf,-Inf,3.66356164612965,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.09861228866811,1.94591014905531,10.3329295700257,12.0679248996386,1.79175946922805,10.2128088000914,1.79175946922805,7.24422751560335,0.693147180559945,0,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,3.78418963391826,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.56494935746154,12.0412097947232,-Inf,3.61091791264422,10.2629087221429,2.30258509299405,8.31115254800169,0,1.94591014905531,2.77258872223978,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,0,3.87120101090789,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.63905732961526,11.5199904490923,-Inf,2.484906649788,9.70320567036518,0,-Inf,-Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.29583686600433,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.38629436111989,2.30258509299405,10.5700597249103,12.124737853475,2.89037175789616,9.18809476302886,1.79175946922805,-Inf,-Inf,0.693147180559945,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
8.48657514317267,-Inf,0,0,-Inf,-Inf,3.87120101090789,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.39789527279837,11.1097128181654,12.2966123738941,3.43398720448515,9.59492226916792,0,-Inf,-Inf,-Inf,1.6094379124341,-Inf,-Inf,-Inf,0,-Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
8.86559399890272,-Inf,0,-Inf,-Inf,-Inf,3.73766961828337,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.39789527279837,10.8199582682122,-Inf,4.15888308335967,9.74096862303835,0,-Inf,-Inf,1.09861228866811,2.63905732961526,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,4.00733318523247,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.484906649788,10.5330823921896,11.9707552932843,3.40119738166216,9.28266103355581,1.79175946922805,7.86134179559999,0.693147180559945,0,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,0,-Inf,3.40119738166216,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,1.94591014905531,9.19299073364107,-Inf,1.6094379124341,9.4864558080565,1.09861228866811,-Inf,-Inf,-Inf,1.79175946922805,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
7.03116462284094,-Inf,0,-Inf,-Inf,0,3.95124371858143,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.484906649788,10.5291050763025,-Inf,3.25809653802148,8.89699855274382,1.38629436111989,9.88761220337784,1.09861228866811,1.38629436111989,0,0,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,0.693147180559945,-Inf,0,-Inf,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.30258509299405,11.0483470923696,12.3049491855777,3.95124371858143,10.4901624885856,2.56494935746154,-Inf,-Inf,1.09861228866811,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.73766961828337,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,2.56494935746154,11.7124728024293,12.7707953708337,3.49650756146648,9.82281964946867,1.79175946922805,-Inf,-Inf,-Inf,2.70805020110221,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.46573590279973,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.38629436111989,2.77258872223978,10.1561510703863,11.7653714749932,3.49650756146648,8.45531778769815,1.94591014905531,9.08975340898706,0,0.693147180559945,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.29583686600433,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.70805020110221,10.8866515778446,12.2614411250597,3.25809653802148,9.98044859367226,2.30258509299405,10.7661454132408,0.693147180559945,1.79175946922805,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,0,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
8.38045666784277,-Inf,0,0,-Inf,0,3.80666248977032,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.30258509299405,11.0299743779702,12.244629676957,3.76120011569356,9.80311457838934,1.38629436111989,-Inf,-Inf,0,2.484906649788,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
6.39024066706535,-Inf,0,0,-Inf,-Inf,3.63758615972639,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,2.19722457733622,11.1683343593453,12.2348544469556,3.87120101090789,9.91985290662239,1.79175946922805,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,3.52636052461616,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.30258509299405,10.9124121588294,-Inf,3.78418963391826,9.82444434519567,1.38629436111989,10.3681645202761,0.693147180559945,0.693147180559945,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf
-Inf,-Inf,0,0,-Inf,-Inf,3.8286413964891,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.19722457733622,11.468576424396,12.4486187441192,3.04452243772342,10.1460414973702,0,8.4755375161474,1.09861228866811,1.6094379124341,2.30258509299405,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,0,-Inf,0,-Inf,-Inf,3.66356164612965,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.56494935746154,10.9190804854841,11.7592072507231,4.18965474202643,9.2983512492989,0,-Inf,-Inf,0.693147180559945,2.30258509299405,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,0.693147180559945,0,0,-Inf,-Inf,3.66356164612965,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.63905732961526,11.2377778404092,12.3428431615259,2.94443897916644,9.90797745780898,0,8.29829063435928,0.693147180559945,1.79175946922805,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,0,-Inf,-Inf,3.58351893845611,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,0.693147180559945,-Inf,-Inf,11.1069102055566,3.46573590279973,8.53699581871242,1.38629436111989,-Inf,-Inf,1.09861228866811,2.19722457733622,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,0,0,-Inf,-Inf,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf
-Inf,-Inf,-Inf,0,-Inf,0,3.93182563272433,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,2.30258509299405,10.9934962697301,12.2441677253959,2.56494935746154,9.679718805828,1.79175946922805,9.9076787571546,0.693147180559945,1.38629436111989,2.39789527279837,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,0,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,0,-Inf,-Inf,-Inf,3.71357206670431,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.79175946922805,11.8792477235603,-Inf,3.68887945411394,9.71111565988867,2.56494935746154,-Inf,-Inf,-Inf,2.56494935746154,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf
8.39976009452414,-Inf,-Inf,-Inf,0,-Inf,3.29583686600433,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,2.484906649788,10.0101871711952,-Inf,3.49650756146648,9.55180015010843,0,-Inf,-Inf,0,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
-Inf,0,-Inf,0,-Inf,-Inf,3.58351893845611,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,1.09861228866811,2.07944154167984,10.2028881935671,11.7142486747713,1.94591014905531,9.57567768899357,1.38629436111989,-Inf,-Inf,-Inf,1.94591014905531,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
7.65681009148038,-Inf,0,-Inf,-Inf,-Inf,3.87120101090789,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,2.19722457733622,11.6807846101006,-Inf,3.58351893845611,9.78018933619163,2.70805020110221,8.89206162554694,1.09861228866811,0,2.89037175789616,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,0,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,0.693147180559945,-Inf,0,-Inf,-Inf,3.68887945411394,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0.693147180559945,2.39789527279837,11.4436825622281,12.4886090014619,3.87120101090789,9.29007533999504,0,10.7337627750162,0.693147180559945,1.38629436111989,2.07944154167984,-Inf,-Inf,-Inf,0,-Inf,0,-Inf,0,0,-Inf,0,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf
